customer,External ID,license number,order_date,orderID,customer_po,start_ship_date,bill_street,bill_street2,bill_city,bill_state,bill_postcode,bill_country,ship_street,ship_street2,ship_city,ship_state,ship_postcode,ship_country,phone,fax,email,contact,rep,cancel_date,ship_method,notes,sku,brand,product_line,Qty (Units),Qty (Cases),product,sale_price,is_sample,customer_external_id,payment_terms,payment_methods,original_sale_price,source,manual,externalOrderID,original_unit_price,status,line_item_total,strain,strain_classification,category,service_zone,unit_price,paid,paid_date,paid_approver,custom_menu_price,production_batch_number,created_by,buyer_paid,delivered_date,sub_category,unit_of_measure,base_units_per_unit,,Delivered?,Month,Quarter,Year,Delivery
Garden Remedies Marlborough,810,MR281942,03-08-2022 13:53,0cbe39b7,,3/17/22,416 Boston Post Rd E,,Marlborough,MA,1752,United States of America,416 Boston Post Rd E,,Marlborough,MA,1752,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,28,7,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,810,$48.00 ,Shipped,$336.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Marlborough,810,MR281942,03-08-2022 13:53,0cbe39b7,,3/17/22,416 Boston Post Rd E,,Marlborough,MA,1752,United States of America,416 Boston Post Rd E,,Marlborough,MA,1752,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,28,7,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,810,$48.00 ,Shipped,$336.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Marlborough,810,MR281942,03-08-2022 13:53,0cbe39b7,,3/17/22,416 Boston Post Rd E,,Marlborough,MA,1752,United States of America,416 Boston Post Rd E,,Marlborough,MA,1752,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,28,7,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,810,$48.00 ,Shipped,$336.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Melrose,811,MR282471,03-08-2022 14:03,0ec0c26f,,3/17/22,732 Newburyport Turnpike,,Melrose,MA,2176,United States of America,732 Newburyport Turnpike,,Melrose,MA,2176,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,28,7,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,811,$48.00 ,Shipped,$336.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Melrose,811,MR282471,03-08-2022 14:03,0ec0c26f,,3/17/22,732 Newburyport Turnpike,,Melrose,MA,2176,United States of America,732 Newburyport Turnpike,,Melrose,MA,2176,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,28,7,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,811,$48.00 ,Shipped,$336.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Melrose,811,MR282471,03-08-2022 14:03,0ec0c26f,,3/17/22,732 Newburyport Turnpike,,Melrose,MA,2176,United States of America,732 Newburyport Turnpike,,Melrose,MA,2176,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,28,7,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,,,,leaflink,TRUE,811,$48.00 ,Shipped,$336.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Newton,812,MR281495,03-08-2022 14:03,120be3e4,,3/17/22,697 Washington St,,Newton,MA,2458,United States of America,697 Washington St,,Newton,MA,2458,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,52,13,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,812,$48.00 ,Shipped,$624.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Newton,812,MR281495,03-08-2022 14:03,120be3e4,,3/17/22,697 Washington St,,Newton,MA,2458,United States of America,697 Washington St,,Newton,MA,2458,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,52,13,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,812,$48.00 ,Shipped,$624.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Garden Remedies Newton,812,MR281495,03-08-2022 14:03,120be3e4,,3/17/22,697 Washington St,,Newton,MA,2458,United States of America,697 Washington St,,Newton,MA,2458,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,812,$48.00 ,Shipped,$384.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Nature's Remedy - Tyngsborough,823,MR282118,03-11-2022 12:21,7985e3bf,,3/17/22,420 Middlesex Road,,Tyngsboro,MA,1879,United States of America,420 Middlesex Road,,Tyngsboro,MA,1879,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,823,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Nature's Remedy - Tyngsborough,823,MR282118,03-11-2022 12:21,7985e3bf,,3/17/22,420 Middlesex Road,,Tyngsboro,MA,1879,United States of America,420 Middlesex Road,,Tyngsboro,MA,1879,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,823,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,North Shore,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Sanctuary Brookline,806,MR281950,03-08-2022 11:01,1bd46244,,3/18/22,1351 Beacon St,,Brookline,MA,2446,United States of America,1351 Beacon St,,Brookline,MA,2446,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,806,$48.00 ,Shipped,$720.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Sanctuary Brookline,806,MR281950,03-08-2022 11:01,1bd46244,,3/18/22,1351 Beacon St,,Brookline,MA,2446,United States of America,1351 Beacon St,,Brookline,MA,2446,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,806,$48.00 ,Shipped,$720.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Sanctuary Brookline,806,MR281950,03-08-2022 11:01,1bd46244,,3/18/22,1351 Beacon St,,Brookline,MA,2446,United States of America,1351 Beacon St,,Brookline,MA,2446,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,806,$48.00 ,Shipped,$720.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Sanctuary Brookline,806,MR281950,03-08-2022 11:01,1bd46244,,3/18/22,1351 Beacon St,,Brookline,MA,2446,United States of America,1351 Beacon St,,Brookline,MA,2446,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,806,$48.00 ,Shipped,$720.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Heal,809,MR283323,03-08-2022 12:56,6b910688,,3/18/22,4 Irving Road,,Weston,MA,2493,United States of America,660 Main St,,Sturbridge,MA,1566,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00571,Cann Social Tonics,Core Hi Boys 4-Packs,18,3,Blood Orange Cardamom - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,809,$84.00 ,Shipped,$252.00 ,,â€“,Edibles & Ingestibles,Central Mass.,$84.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Heal,809,MR283323,03-08-2022 12:56,6b910688,,3/18/22,4 Irving Road,,Weston,MA,2493,United States of America,660 Main St,,Sturbridge,MA,1566,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00573,Cann Social Tonics,Core Hi Boys 4-Packs,18,3,Lemon Lavender - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,809,$84.00 ,Shipped,$252.00 ,,â€“,Edibles & Ingestibles,Central Mass.,$84.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Heal,809,MR283323,03-08-2022 12:56,6b910688,,3/18/22,4 Irving Road,,Weston,MA,2493,United States of America,660 Main St,,Sturbridge,MA,1566,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,16,4,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,809,$48.00 ,Shipped,$192.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Heal,809,MR283323,03-08-2022 12:56,6b910688,,3/18/22,4 Irving Road,,Weston,MA,2493,United States of America,660 Main St,,Sturbridge,MA,1566,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00495,Cann Social Tonics,Social Tonics Core 6-Packs,16,4,6-Pack - Cranberry Sage - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,809,$48.00 ,Shipped,$192.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Local Roots Sturbridge,817,MR283231,03-09-2022 10:52,41d24d66,,3/18/22,"910 Boston Post Road, East",Suite 310,Marlborough,MA,1752,United States of America,365 Main St,,Sturbridge,MA,1566,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,24,6,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,817,$48.00 ,Shipped,$288.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Local Roots Sturbridge,817,MR283231,03-09-2022 10:52,41d24d66,,3/18/22,"910 Boston Post Road, East",Suite 310,Marlborough,MA,1752,United States of America,365 Main St,,Sturbridge,MA,1566,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,817,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Local Roots Sturbridge,817,MR283231,03-09-2022 10:52,41d24d66,,3/18/22,"910 Boston Post Road, East",Suite 310,Marlborough,MA,1752,United States of America,365 Main St,,Sturbridge,MA,1566,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,817,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Local Roots Sturbridge,817,MR283231,03-09-2022 10:52,41d24d66,,3/18/22,"910 Boston Post Road, East",Suite 310,Marlborough,MA,1752,United States of America,365 Main St,,Sturbridge,MA,1566,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00571,Cann Social Tonics,Core Hi Boys 4-Packs,60,10,Blood Orange Cardamom - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,817,$84.00 ,Shipped,$840.00 ,,â€“,Edibles & Ingestibles,Central Mass.,$84.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Ermont,828,RMD 225-R,3/14/22 16:20,9b5ce29b,,3/18/22,216 Ricciuti Drive,,Quincy,MA,2169,United States of America,216 Ricciuti Drive,,Quincy,MA,2169,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,48,12,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,828,$48.00 ,Shipped,$576.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Ermont,828,RMD 225-R,3/14/22 16:20,9b5ce29b,,3/18/22,216 Ricciuti Drive,,Quincy,MA,2169,United States of America,216 Ricciuti Drive,,Quincy,MA,2169,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,48,12,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,828,$48.00 ,Shipped,$576.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Western Front,829,MR281907,3/14/22 16:22,a3afa0c7,,3/18/22,121 Webster Avenue,,Chelsea,MA,2150,United States of America,121 Webster Avenue,,Chelsea,MA,2150,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,829,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Western Front,829,MR281907,3/14/22 16:22,a3afa0c7,,3/18/22,121 Webster Avenue,,Chelsea,MA,2150,United States of America,121 Webster Avenue,,Chelsea,MA,2150,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,829,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Western Front,829,MR281907,3/14/22 16:22,a3afa0c7,,3/18/22,121 Webster Avenue,,Chelsea,MA,2150,United States of America,121 Webster Avenue,,Chelsea,MA,2150,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,829,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,Boston,$48.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Western Front,829,MR281907,3/14/22 16:22,a3afa0c7,,3/18/22,121 Webster Avenue,,Chelsea,MA,2150,United States of America,121 Webster Avenue,,Chelsea,MA,2150,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00571,Cann Social Tonics,Core Hi Boys 4-Packs,30,5,Blood Orange Cardamom - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,829,$84.00 ,Shipped,$420.00 ,,â€“,Edibles & Ingestibles,Boston,$84.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Western Front,829,MR281907,3/14/22 16:22,a3afa0c7,,3/18/22,121 Webster Avenue,,Chelsea,MA,2150,United States of America,121 Webster Avenue,,Chelsea,MA,2150,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00572,Cann Social Tonics,Core Hi Boys 4-Packs,30,5,Grapefruit Rosemary - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,829,$84.00 ,Shipped,$420.00 ,,â€“,Edibles & Ingestibles,Boston,$84.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Western Front,829,MR281907,3/14/22 16:22,a3afa0c7,,3/18/22,121 Webster Avenue,,Chelsea,MA,2150,United States of America,121 Webster Avenue,,Chelsea,MA,2150,United States of America,,,megan@cannandbotl.com,Megan Little,Joe Assencoa,,,,CNMAA00573,Cann Social Tonics,Core Hi Boys 4-Packs,30,5,Lemon Lavender - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,829,$84.00 ,Shipped,$420.00 ,,â€“,Edibles & Ingestibles,Boston,$84.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Bud's Goods & Provisions Worcester,830,MR282319,3/15/22 15:56,55169c02,,3/18/22,64 West Boylston St,,Worcester,MA,1606,United States of America,64 West Boylston St,,Worcester,MA,1606,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,12,3,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,830,$48.00 ,Shipped,$144.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Bud's Goods & Provisions Worcester,830,MR282319,3/15/22 15:56,55169c02,,3/18/22,64 West Boylston St,,Worcester,MA,1606,United States of America,64 West Boylston St,,Worcester,MA,1606,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,40,10,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,830,$48.00 ,Shipped,$480.00 ,,2:1 CBD,Edibles & Ingestibles,Central Mass.,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Heal,809,MR283323,03-08-2022 12:56,6b910688,,3/18/22,4 Irving Road,,Weston,MA,2493,United States of America,660 Main St,,Sturbridge,MA,1566,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00572,Cann Social Tonics,Core Hi Boys 4-Packs,12,2,Grapefruit Rosemary - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),Check,,leaflink,TRUE,809,$84.00 ,Shipped,$168.00 ,,â€“,Edibles & Ingestibles,Central Mass.,$84.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Temescal Wellness Hudson - AU,833,MR281309,3/16/22 9:22,b58e1ebf,,3/18/22,665 Cochituate Road,,Framingham,MA,1701,United States of America,252 Coolidge Street,,Hudson,MA,1749,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00571,Cann Social Tonics,Core Hi Boys 4-Packs,24,4,Blood Orange Cardamom - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,833,$84.00 ,Shipped,$336.00 ,,â€“,Edibles & Ingestibles,,$84.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Temescal Wellness Hudson - AU,833,MR281309,3/16/22 9:22,b58e1ebf,,3/18/22,665 Cochituate Road,,Framingham,MA,1701,United States of America,252 Coolidge Street,,Hudson,MA,1749,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00572,Cann Social Tonics,Core Hi Boys 4-Packs,24,4,Grapefruit Rosemary - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,833,$84.00 ,Shipped,$336.00 ,,â€“,Edibles & Ingestibles,,$84.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Temescal Wellness Hudson - AU,833,MR281309,3/16/22 9:22,b58e1ebf,,3/18/22,665 Cochituate Road,,Framingham,MA,1701,United States of America,252 Coolidge Street,,Hudson,MA,1749,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00573,Cann Social Tonics,Core Hi Boys 4-Packs,24,4,Lemon Lavender - 12oz. 4-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,833,$84.00 ,Shipped,$336.00 ,,â€“,Edibles & Ingestibles,,$84.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Temescal Wellness Hudson - AU,833,MR281309,3/16/22 9:22,b58e1ebf,,3/18/22,665 Cochituate Road,,Framingham,MA,1701,United States of America,252 Coolidge Street,,Hudson,MA,1749,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00406,Cann Social Tonics,Social Tonics Core 6-Packs,36,9,6-Pack - Blood Orange Cardamom - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,833,$48.00 ,Shipped,$432.00 ,,2:1 CBD,Edibles & Ingestibles,,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Temescal Wellness Hudson - AU,833,MR281309,3/16/22 9:22,b58e1ebf,,3/18/22,665 Cochituate Road,,Framingham,MA,1701,United States of America,252 Coolidge Street,,Hudson,MA,1749,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00405,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Lemon Lavender - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,833,$48.00 ,Shipped,$384.00 ,,2:1 CBD,Edibles & Ingestibles,,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
Temescal Wellness Hudson - AU,833,MR281309,3/16/22 9:22,b58e1ebf,,3/18/22,665 Cochituate Road,,Framingham,MA,1701,United States of America,252 Coolidge Street,,Hudson,MA,1749,United States of America,,,joe@drinkcann.com,Joe Assencoa,Joe Assencoa,,,,CNMAA00407,Cann Social Tonics,Social Tonics Core 6-Packs,32,8,6-Pack - Grapefruit Rosemary - 8oz.,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,833,$48.00 ,Shipped,$384.00 ,,2:1 CBD,Edibles & Ingestibles,,$48.00 ,FALSE,,,,,Joe Assencoa,FALSE,,Beverages,Unit,1 Unit,,Yes,3,1,2022,No
