Product,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
   CANN Lemon Lavender 6pk,09/14/2021,Invoice,1398,CANN - Essence Henderson,"PR# 728
Metrc#2310",48,9.00  ,432.00  ,"21,411.00  "
   CANN Lemon Lavender 6pk,09/14/2021,Invoice,1396,CANN - Essence Rainbow,"PR# 728
Metrc#2305",40,9.00  ,360.00  ,"21,771.00  "
   CANN Lemon Lavender 6pk,09/14/2021,Invoice,1397,CANN - Essence Durango,"PR# 728
Metrc#2313",28,9.00  ,252.00  ,"22,023.00  "
   CANN Pineapple Jalapeno 6pk,09/14/2021,Invoice,1398,CANN - Essence Henderson,"PR# 609
Metrc#2306",16,9.00  ,144.00  ,"5,058.00  "
   CANN Blood Orange Cardamom 6pk,09/15/2021,Invoice,1401,CANN - Rise Spanish Springs,"PR# 430 
Metrc#2333",48,9.00  ,432.00  ,"22,104.00  "
   CANN Blood Orange Cardamom 6pk,09/15/2021,Invoice,1399,CANN - Rise Carson City,"PR# 430 
Metrc#2300",132,9.00  ,"1,188.00  ","23,292.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/15/2021,Invoice,1401,CANN - Rise Spanish Springs,"PR# 310
Metrc#2334",24,7.00  ,168.00  ,"6,223.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/15/2021,Invoice,1399,CANN - Rise Carson City,"PR# 310
Metrc#2314",48,7.00  ,336.00  ,"6,559.00  "
   CANN Lemon Lavender 6pk,09/15/2021,Invoice,1401,CANN - Rise Spanish Springs,"PR# 728
Metrc#2335",44,9.00  ,396.00  ,"22,419.00  "
   CANN Lemon Lavender 6pk,09/15/2021,Invoice,1399,CANN - Rise Carson City,"PR# 728
Metrc#2298",80,9.00  ,720.00  ,"23,139.00  "
   CANN Pineapple Jalapeno 6pk,09/15/2021,Invoice,1401,CANN - Rise Spanish Springs,"PR# 609
Metrc#2336",32,9.00  ,288.00  ,"5,346.00  "
   CANN Pineapple Jalapeno 6pk,09/15/2021,Invoice,1399,CANN - Rise Carson City,"PR# 609
Metrc#2299",40,9.00  ,360.00  ,"5,706.00  "
   CANN Blood Orange Cardamom Single PROMO,09/21/2021,Invoice,1408,CANN - Jardin,"PR#821
METRC#2346",120,0.01  ,1.20  ,8.92  
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE PROMO,09/21/2021,Invoice,1408,CANN - Jardin,"PR#318A
METRC#2347",107,0.01  ,1.07  ,1.07  
   CANN Grapefruit Rosemary Single PROMO,09/21/2021,Invoice,1408,CANN - Jardin,"PR#921
METRC#2344",120,0.01  ,1.20  ,9.12  
   CANN Lemon Lavender Single PROMO,09/21/2021,Invoice,1408,CANN - Jardin,"PR#512
METRC#2345",120,0.01  ,1.20  ,8.32  
,09/21/2021,Invoice,1408,CANN - Jardin,,450,0.00  ,0.00  ,0.00  
   CANN Blood Orange Cardamom 6pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 430
Metrc#2339",2,0.01  ,0.02  ,"23,292.02  "
   CANN Blood Orange Cardamom 6pk,09/23/2021,Invoice,1412,CANN - Jardin,"PR# 430
Metrc# 2348",40,8.00  ,320.00  ,"23,612.02  "
   CANN Blood Orange Cardamom 6pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 430
Metrc#2339",38,9.00  ,342.00  ,"23,954.02  "
   CANN Ginger Lemongrass Seasonal 4pk,09/23/2021,Invoice,1413,CANN - Inyo,"PR# 310
Metrc# 2352",36,7.00  ,252.00  ,"6,811.00  "
   CANN Grapefruit Rosemary 6pk,09/23/2021,Invoice,1412,CANN - Jardin,"PR# 409
Metrc# 2349",40,8.00  ,320.00  ,"13,235.00  "
   CANN Grapefruit Rosemary 6pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 409
Metrc#2341",30,9.00  ,270.00  ,"13,505.00  "
   CANN Lemon Lavender 6pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 728
Metrc#2340",2,0.01  ,0.02  ,"23,139.02  "
   CANN Lemon Lavender 6pk,09/23/2021,Invoice,1412,CANN - Jardin,"PR# 728
Metrc# 2350",40,8.00  ,320.00  ,"23,459.02  "
   CANN Lemon Lavender 6pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 728
Metrc#2340",18,9.00  ,162.00  ,"23,621.02  "
   CANN Pineapple Jalapeno 6pk,09/23/2021,Invoice,1412,CANN - Jardin,"PR# 609
Metrc# 2351",20,8.00  ,160.00  ,"5,866.00  "
   CANN Pineapple Jalapeno 6pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 609
Metrc#2343",10,9.00  ,90.00  ,"5,956.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,09/23/2021,Invoice,1403,CANN - The Apothecarium,"PR# 610
Metrc#2342",20,7.00  ,140.00  ,"4,165.00  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1419,CANN - Essence Henderson,"PR# 408
Metrc# 2362",51,8.00  ,408.00  ,"24,362.02  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1421,CANN - Rise Carson City,"PR# 408
Metrc# 2375",8,8.00  ,64.00  ,"24,426.02  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1422,CANN - Essence Tropicana,"PR# 408
Metrc# 2370",28,8.00  ,224.00  ,"24,650.02  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1423,CANN - Rise Spanish Springs,"PR# 408
Metrc# 2378",20,8.00  ,160.00  ,"24,810.02  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1418,CANN - Essence Durango,"PR# 430
Metrc# 2357",84,8.00  ,672.00  ,"25,482.02  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1419,CANN - Essence Henderson,"PR# 430
Metrc# 2361",41,8.00  ,328.00  ,"25,810.02  "
   CANN Blood Orange Cardamom 6pk,09/27/2021,Invoice,1420,CANN - Essence Rainbow,"PR# 408
Metrc# 2369",60,8.00  ,480.00  ,"26,290.02  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1418,CANN - Essence Durango,"PR# 310
Metrc# 2358",36,6.00  ,216.00  ,"7,027.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1425,CANN - The Source Henderson,"PR# 310
Metrc# 2385",20,6.00  ,120.00  ,"7,147.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1423,CANN - Rise Spanish Springs,"PR# 310
Metrc# 2379",6,6.00  ,36.00  ,"7,183.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1422,CANN - Essence Tropicana,"PR# 310
Metrc# 2371",36,6.00  ,216.00  ,"7,399.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1426,CANN - The Source Reno,"PR# 310
Metrc# 2388",10,6.00  ,60.00  ,"7,459.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1421,CANN - Rise Carson City,"PR# 310
Metrc# 2376",30,6.00  ,180.00  ,"7,639.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1424,CANN - The Source Sahara,"PR# 310
Metrc# 2382",20,6.00  ,120.00  ,"7,759.00  "
   CANN Ginger Lemongrass Seasonal 4pk,09/27/2021,Invoice,1419,CANN - Essence Henderson,"PR# 310
Metrc# 2363",6,6.00  ,36.00  ,"7,795.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1425,CANN - The Source Henderson,"PR# 409
Metrc# 2384",10,8.00  ,80.00  ,"13,585.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1419,CANN - Essence Henderson,"PR# 409
Metrc# 2364",44,8.00  ,352.00  ,"13,937.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1420,CANN - Essence Rainbow,"PR# 409
Metrc# 2367",18,8.00  ,144.00  ,"14,081.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1423,CANN - Rise Spanish Springs,"PR# 409
Metrc# 2380",24,8.00  ,192.00  ,"14,273.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1422,CANN - Essence Tropicana,"PR# 409
Metrc# 2372",8,8.00  ,64.00  ,"14,337.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1426,CANN - The Source Reno,"PR# 409
Metrc# 2387",10,8.00  ,80.00  ,"14,417.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1421,CANN - Rise Carson City,"PR# 409
Metrc# 2377",96,8.00  ,768.00  ,"15,185.00  "
   CANN Grapefruit Rosemary 6pk,09/27/2021,Invoice,1418,CANN - Essence Durango,"PR# 409
Metrc# 2359",44,8.00  ,352.00  ,"15,537.00  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1424,CANN - The Source Sahara,"PR# 728
Metrc# 2381",10,8.00  ,80.00  ,"23,701.02  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1420,CANN - Essence Rainbow,"PR# 728
Metrc# 2368",18,8.00  ,144.00  ,"23,845.02  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1422,CANN - Essence Tropicana,"PR# 728
Metrc# 2373",12,8.00  ,96.00  ,"23,941.02  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1425,CANN - The Source Henderson,"PR# 728
Metrc# 2383",10,8.00  ,80.00  ,"24,021.02  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1426,CANN - The Source Reno,"PR# 728
Metrc# 2386",10,8.00  ,80.00  ,"24,101.02  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1419,CANN - Essence Henderson,"PR# 728
Metrc# 2365",80,8.00  ,640.00  ,"24,741.02  "
   CANN Lemon Lavender 6pk,09/27/2021,Invoice,1418,CANN - Essence Durango,"PR# 728
Metrc# 2360",84,8.00  ,672.00  ,"25,413.02  "
   CANN Pineapple Jalapeno 6pk,09/27/2021,Invoice,1419,CANN - Essence Henderson,"PR# 609
Metrc# 2366",24,8.00  ,192.00  ,"6,148.00  "
   CANN Pineapple Jalapeno 6pk,09/27/2021,Invoice,1422,CANN - Essence Tropicana,"PR# 609
Metrc# 2374",8,8.00  ,64.00  ,"6,212.00  "
   CANN Blood Orange Cardamom 6pk,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 730
Metrc# 2407",36,8.00  ,288.00  ,"26,578.02  "
   CANN Blood Orange Cardamom 6pk,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 730
Metrc# 2401",60,8.00  ,480.00  ,"27,058.02  "
   CANN Blood Orange Cardamom Single PROMO,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 821
Metrc# 2413",10,0.01  ,0.10  ,9.02  
   CANN Blood Orange Cardamom Single PROMO,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 821
Metrc# 2409",20,0.01  ,0.20  ,9.22  
   CANN Grapefruit Rosemary 6pk,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 409
Metrc# 2403",36,8.00  ,288.00  ,"15,825.00  "
   CANN Grapefruit Rosemary 6pk,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 409
Metrc# 2408",24,8.00  ,192.00  ,"16,017.00  "
   CANN Grapefruit Rosemary Single PROMO,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 921
Metrc# 2404",20,0.01  ,0.20  ,9.32  
   CANN Grapefruit Rosemary Single PROMO,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 921
Metrc# 2414",10,0.01  ,0.10  ,9.42  
   CANN Lemon Lavender 6pk,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 728 
Metrc# 2402",60,8.00  ,480.00  ,"25,893.02  "
   CANN Lemon Lavender Single PROMO,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 512
Metrc# 2415",10,0.01  ,0.10  ,8.42  
   CANN Lemon Lavender Single PROMO,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 512
Metrc# 2412",20,0.01  ,0.20  ,8.62  
   CANN Pineapple Jalapeno 6pk,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 812 
Metrc# 2405",24,8.00  ,192.00  ,"6,404.00  "
   CANN Pineapple Jalapeno 6pk,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 812 
Metrc# 2410",12,8.00  ,96.00  ,"6,500.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,09/28/2021,Invoice,1428,CANN - MedMen Paradise,"PR# 610
Metrc# 2406",48,9.00  ,432.00  ,"4,597.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,09/28/2021,Invoice,1429,CANN - MedMen Spring Valley,"PR# 610
Metrc# 2411",24,9.00  ,216.00  ,"4,813.00  "
   CANN Blood Orange Cardamom 6pk,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 730
Metrc# 2419",12,8.00  ,96.00  ,"27,154.02  "
   CANN Blood Orange Cardamom 6pk,09/29/2021,Invoice,1430,CANN - Jenny's NLV,"PR# 730
Metrc# 2416",40,8.00  ,320.00  ,"27,474.02  "
   CANN Blood Orange Cardamom 6pk PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 730
Metrc# 2424",8,0.01  ,0.08  ,977.52  
   CANN Blood Orange Cardamom Single PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR#821
Metrc# 2428",11,0.01  ,0.11  ,9.33  
   CANN Grapefruit Rosemary 6pk,09/29/2021,Invoice,1430,CANN - Jenny's NLV,"PR# 409
Metrc# 2418",30,8.00  ,240.00  ,"16,257.00  "
   CANN Grapefruit Rosemary 6pk,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 409
Metrc# 2420",12,8.00  ,96.00  ,"16,353.00  "
   CANN Grapefruit Rosemary 6pk PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 409
Metrc# 2427",7,0.01  ,0.07  ,977.22  
   CANN Grapefruit Rosemary Single PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 921
Metrc# 2430",12,0.01  ,0.12  ,9.54  
   CANN Lemon Lavender 6pk,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 728
Metrc# 2421",12,8.00  ,96.00  ,"25,989.02  "
   CANN Lemon Lavender 6pk,09/29/2021,Invoice,1430,CANN - Jenny's NLV,"PR# 728 
Metrc# 2417",40,8.00  ,320.00  ,"26,309.02  "
   CANN Lemon Lavender 6pk PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 728
Metrc# 2426",7,0.01  ,0.07  ,977.17  
   CANN Lemon Lavender Single PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 512
Metrc# 2429",12,0.01  ,0.12  ,8.74  
   CANN Pineapple Jalapeno 6pk,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 812
Metrc# 2422",12,8.00  ,96.00  ,"6,596.00  "
   CANN Pineapple Jalapeno 6pk PROMO,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 812
Metrc# 2425",8,0.01  ,0.08  ,0.08  
   CANN Pineapple Jalapeno Seasonal 4pk,09/29/2021,Invoice,1431,CANN - Euphoria Wellness,"PR# 610
Metrc# 2423",12,9.00  ,108.00  ,"4,921.00  "
   CANN Blood Orange Cardamom 6pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 730
Metrc# 2390",240,8.00  ,"1,920.00  ","29,394.02  "
   CANN Blood Orange Cardamom 6pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 408
Metrc# 2389",320,8.00  ,"2,560.00  ","31,954.02  "
   CANN Blood Orange Cardamom 6pk BT PROMO,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 730
Metrc# 2397",25,0.01  ,0.25  ,0.25  
   CANN Ginger Lemongrass Seasonal 4pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 310
Metrc# 2395",289,6.00  ,"1,734.00  ","9,529.00  "
   CANN Grapefruit Rosemary 6pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 409
Metrc# 2391",560,8.00  ,"4,480.00  ","20,833.00  "
   CANN Grapefruit Rosemary 6pk BT PROMO,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 409
Metrc# 2398",25,0.01  ,0.25  ,0.25  
   CANN Lemon Lavender 6pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 728
Metrc# 2392",560,8.00  ,"4,480.00  ","30,789.02  "
   CANN Lemon Lavender 6pk BT PROMO,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 728
Metrc# 2399",25,0.01  ,0.25  ,0.25  
   CANN Pineapple Jalapeno 6pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 609
Metrc# 2393",260,8.00  ,"2,080.00  ","8,676.00  "
   CANN Pineapple Jalapeno 6pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 812
Metrc# 2394",300,8.00  ,"2,400.00  ","11,076.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 610
Metrc# 2396",600,9.00  ,"5,400.00  ","10,321.00  "
   CANN Pineapple Jalapeno 6pk BT PROMO,09/30/2021,Invoice,1427,CANN - Planet 13,"PR# 812
Metrc# 2400",25,0.01  ,0.25  ,0.33  
   CANN Blood Orange Cardamom 6pk,10/01/2021,Invoice,1432,CANN - Cookies on Flamingo,"PR# 730
Metrc# 2431",16,8.00  ,128.00  ,"32,082.02  "
   CANN Grapefruit Rosemary 6pk,10/01/2021,Invoice,1432,CANN - Cookies on Flamingo,"PR# 409
Metrc# 2432",8,8.00  ,64.00  ,"20,897.00  "
   CANN Lemon Lavender 6pk,10/01/2021,Invoice,1432,CANN - Cookies on Flamingo,"PR# 728
Metrc# 2433",4,8.00  ,32.00  ,"30,821.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/01/2021,Invoice,1432,CANN - Cookies on Flamingo,"PR# 610
Metrc# 2434",36,9.00  ,324.00  ,"10,645.00  "
   CANN Blood Orange Cardamom 6pk,10/05/2021,Invoice,1438,CANN - The Apothecarium,"PR# 730
Metrc# 2455",30,8.00  ,240.00  ,"32,322.02  "
   CANN Blood Orange Cardamom 6pk,10/05/2021,Invoice,1435,CANN - Mynt Lemmon Valley,"PR# 730
Metrc# 2440",15,8.00  ,120.00  ,"32,442.02  "
   CANN Blood Orange Cardamom 6pk,10/05/2021,Invoice,1433,CANN - Mynt Downtown,"PR# 730
Metrc# 2435",25,8.00  ,200.00  ,"32,642.02  "
   CANN Blood Orange Cardamom 6pk,10/05/2021,Invoice,1437,CANN - The Dispensary Decatur,"PR# 730
Metrc# 2452",10,8.00  ,80.00  ,"32,722.02  "
   CANN Blood Orange Cardamom 6pk,10/05/2021,Invoice,1436,CANN - The Dispensary Gibson,"PR# 730
Metrc# 2448",35,8.00  ,280.00  ,"33,002.02  "
   CANN Blood Orange Cardamom 6pk,10/05/2021,Invoice,1434,CANN - The Dispensary Reno,"PR# 730
Metrc# 2443",25,8.00  ,200.00  ,"33,202.02  "
   CANN Grapefruit Rosemary 6pk,10/05/2021,Invoice,1438,CANN - The Apothecarium,"PR# 409
Metrc# 2456",10,8.00  ,80.00  ,"20,977.00  "
   CANN Grapefruit Rosemary 6pk,10/05/2021,Invoice,1433,CANN - Mynt Downtown,"PR# 409
Metrc# 2436",25,8.00  ,200.00  ,"21,177.00  "
   CANN Grapefruit Rosemary 6pk,10/05/2021,Invoice,1434,CANN - The Dispensary Reno,"PR# 409
Metrc# 2444",25,8.00  ,200.00  ,"21,377.00  "
   CANN Lemon Lavender 6pk,10/05/2021,Invoice,1437,CANN - The Dispensary Decatur,"PR# 728
Metrc# 2453",15,8.00  ,120.00  ,"30,941.02  "
   CANN Lemon Lavender 6pk,10/05/2021,Invoice,1438,CANN - The Apothecarium,"PR# 728
Metrc# 2457",50,8.00  ,400.00  ,"31,341.02  "
   CANN Lemon Lavender 6pk,10/05/2021,Invoice,1433,CANN - Mynt Downtown,"PR# 728
Metrc# 2437",25,8.00  ,200.00  ,"31,541.02  "
   CANN Lemon Lavender 6pk,10/05/2021,Invoice,1435,CANN - Mynt Lemmon Valley,"PR# 728
Metrc# 2441",15,8.00  ,120.00  ,"31,661.02  "
   CANN Lemon Lavender 6pk,10/05/2021,Invoice,1436,CANN - The Dispensary Gibson,"PR# 728
Metrc# 2449",35,8.00  ,280.00  ,"31,941.02  "
   CANN Lemon Lavender 6pk,10/05/2021,Invoice,1434,CANN - The Dispensary Reno,"PR# 728
Metrc# 2445",28,8.00  ,224.00  ,"32,165.02  "
   CANN Pineapple Jalapeno 6pk,10/05/2021,Invoice,1434,CANN - The Dispensary Reno,"PR# 812
Metrc# 2446",15,8.00  ,120.00  ,"11,196.00  "
   CANN Pineapple Jalapeno 6pk,10/05/2021,Invoice,1436,CANN - The Dispensary Gibson,"PR# 812
Metrc# 2450",10,8.00  ,80.00  ,"11,276.00  "
   CANN Pineapple Jalapeno 6pk,10/05/2021,Invoice,1438,CANN - The Apothecarium,"PR# 812
Metrc# 2458",20,8.00  ,160.00  ,"11,436.00  "
   CANN Pineapple Jalapeno 6pk,10/05/2021,Invoice,1433,CANN - Mynt Downtown,"PR# 812
Metrc# 2438",13,8.00  ,104.00  ,"11,540.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/05/2021,Invoice,1437,CANN - The Dispensary Decatur,"PR# 610.
Metrc# 2454",10,9.00  ,90.00  ,"10,735.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/05/2021,Invoice,1433,CANN - Mynt Downtown,"PR# 610.
Metrc# 2439",15,9.00  ,135.00  ,"10,870.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/05/2021,Invoice,1438,CANN - The Apothecarium,"PR# 610.
Metrc# 2459",10,7.00  ,70.00  ,"10,940.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/05/2021,Invoice,1436,CANN - The Dispensary Gibson,"PR# 610.
Metrc# 2451",23,9.00  ,207.00  ,"11,147.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/05/2021,Invoice,1434,CANN - The Dispensary Reno,"PR# 610.
Metrc# 2447",15,9.00  ,135.00  ,"11,282.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,10/05/2021,Invoice,1435,CANN - Mynt Lemmon Valley,"PR# 610.
Metrc# 2442",10,9.00  ,90.00  ,"11,372.00  "
   CANN Blood Orange Cardamom 6pk,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 730 
Metrc# 2483",60,8.00  ,480.00  ,"33,682.02  "
   CANN Blood Orange Cardamom Single PROMO,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 821
Metrd# 2486",20,0.01  ,0.20  ,9.53  
   CANN Grapefruit Rosemary 6pk,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 409
Metrc# 2484",60,8.00  ,480.00  ,"21,857.00  "
   CANN Grapefruit Rosemary Single PROMO,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 921
Metrc# 2487",20,0.01  ,0.20  ,9.74  
   CANN Lemon Lavender 6pk,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 728
Metrc# 2485",60,8.00  ,480.00  ,"32,645.02  "
   CANN Lemon Lavender Single PROMO,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 512
Metrc# 2488",20,0.01  ,0.20  ,8.94  
   CANN Pineapple Jalapeno Seasonal 4pk,10/08/2021,Invoice,1447,CANN - Green Cannabis,"PR# 610
Metrc# 2489",20,8.00  ,160.00  ,"11,532.00  "
,10/08/2021,Invoice,1447,CANN - Green Cannabis,Pineapple Jalapeno Hi Boy,1,0.01  ,0.01  ,0.01  
,10/08/2021,Invoice,1447,CANN - Green Cannabis,Blood Orange,1,0.01  ,0.01  ,0.02  
,10/08/2021,Invoice,1447,CANN - Green Cannabis,Grapefruit Rosemary,1,0.01  ,0.01  ,0.03  
,10/08/2021,Invoice,1447,CANN - Green Cannabis,Pineapple Jalapeno,1,0.01  ,0.01  ,0.04  
,10/08/2021,Invoice,1447,CANN - Green Cannabis,Lemon Lavender,1,0.01  ,0.01  ,0.05  
   CANN Blood Orange Cardamom 6pk,10/12/2021,Invoice,1441,CANN - Essence Rainbow,"PR# 730
Metrc# 2460",40,7.00  ,280.00  ,"33,962.02  "
   CANN Grapefruit Rosemary 6pk,10/12/2021,Invoice,1441,CANN - Essence Rainbow,"PR# 409
Metrc# 2461",20,7.00  ,140.00  ,"21,997.00  "
   CANN Lemon Lavender 6pk,10/12/2021,Invoice,1441,CANN - Essence Rainbow,"PR# 728
Metrc# 2462",32,7.00  ,224.00  ,"32,869.02  "
   CANN Blood Orange Cardamom 6pk,10/14/2021,Invoice,1444,CANN - Essence Tropicana,"PR# 730
Metrc# 2471",28,7.00  ,196.00  ,"34,158.02  "
   CANN Blood Orange Cardamom 6pk,10/14/2021,Invoice,1442,CANN - Essence Durango,"PR# 730
Metrc# 2463",48,7.00  ,336.00  ,"34,494.02  "
   CANN Blood Orange Cardamom 6pk,10/14/2021,Invoice,1443,CANN - Essence Henderson,"PR# 730
Metrc# 2467",48,7.00  ,336.00  ,"34,830.02  "
   CANN Grapefruit Rosemary 6pk,10/14/2021,Invoice,1442,CANN - Essence Durango,"PR# 811
Metrc# 2490",14,7.00  ,98.00  ,"22,095.00  "
   CANN Grapefruit Rosemary 6pk,10/14/2021,Invoice,1442,CANN - Essence Durango,"PR# 409
Metrc# 2464",46,7.00  ,322.00  ,"22,417.00  "
   CANN Grapefruit Rosemary 6pk,10/14/2021,Invoice,1444,CANN - Essence Tropicana,"PR# 409
Metrc# 2472",20,7.00  ,140.00  ,"22,557.00  "
   CANN Grapefruit Rosemary 6pk,10/14/2021,Invoice,1443,CANN - Essence Henderson,"PR# 409
Metrc# 2468",20,7.00  ,140.00  ,"22,697.00  "
   CANN Lemon Lavender 6pk,10/14/2021,Invoice,1443,CANN - Essence Henderson,"PR# 728
Metrc# 2469",60,7.00  ,420.00  ,"33,289.02  "
   CANN Lemon Lavender 6pk,10/14/2021,Invoice,1442,CANN - Essence Durango,"PR# 728
Metrc# 2465",72,7.00  ,504.00  ,"33,793.02  "
   CANN Lemon Lavender 6pk,10/14/2021,Invoice,1444,CANN - Essence Tropicana,"PR# 728
Metrc# 2473",28,7.00  ,196.00  ,"33,989.02  "
   CANN Pineapple Jalapeno 6pk,10/14/2021,Invoice,1443,CANN - Essence Henderson,"PR# 812
Metrc# 2470",20,7.00  ,140.00  ,"11,680.00  "
   CANN Pineapple Jalapeno 6pk,10/14/2021,Invoice,1444,CANN - Essence Tropicana,"PR# 812
Metrc# 2474",4,7.00  ,28.00  ,"11,708.00  "
   CANN Pineapple Jalapeno 6pk,10/14/2021,Invoice,1442,CANN - Essence Durango,"PR# 812
Metrc# 2466",24,7.00  ,168.00  ,"11,876.00  "
   CANN Blood Orange Cardamom 6pk,10/18/2021,Invoice,1452,CANN - The Dispensary Gibson,"PR# 730
METRC# 0331",35,9.00  ,315.00  ,"35,145.02  "
   CANN Blood Orange Cardamom 6pk,10/18/2021,Invoice,1457,CANN - Rise Carson City,"PR# 730
METRC# 0367",130,8.00  ,"1,040.00  ","36,185.02  "
   CANN Blood Orange Cardamom 6pk,10/18/2021,Invoice,1451,CANN - The Dispensary Reno,"PR# 730
METRC# 2496",25,9.00  ,225.00  ,"36,410.02  "
